Date,AAA,AA,A,BBB,NFAAA,NFAA,NFA,NFBBB,EAFIN,iBoxx € Financials Germany,iBoxx € Financials France,iBoxx € Financials Italy,iBoxx € Financials Spain,EANFINF,iBoxx € Non-Financials Germany,iBoxx € Non-Financials France,iBoxx € Non-Financials Italy,iBoxx € Non-Financials Spain,5y DE gov bond CDS,5y FR gov bond CDS,5y IT gov bond CDS,5y ES gov bond CDS,5y NL gov bond CDS,10y DE gov bond CDS,10y FR gov bond CDS,10y IT gov bond CDS,10y ES gov bond CDS,10y NL gov bond CDS,EABANKBOND,EA bank bond yield senior,EA bank bond yield subordinated,ES_bankbond_IG,EA implied bond market volatility,EA implied stock market volatility,USD/EUR exchange rate,Nominal Effective Exchange Rate (NEER),Dow Jones Euro Stoxx (broad) index,Dow Jones Euro Stoxx Bank Index,Dow Jones Euro Stoxx Utilities sector Index,Dow Jones Euro Stoxx Insurance Index,DOIS2Ydy,DILS2Ydy,DLOGSTOXXdy
2006-09-28,3.8869399756,4.0505850376,4.366345827,4.7042087104,3.719700115,4.0584242233,4.3284609845,4.7097154043,4.1783665678,4.1025016025,4.1956135029,4.1512652035,4.3730357118,4.2952270408,4.3696775406,4.2565532817,4.5550481642,4.2528107831,0.021,0.021,0.095,0.03085,0.015,0.03,0.032,0.224,0.06375,0.0263,4.2670892673,4.0353374141,4.4179828662,4.2878092151,4.19,15.53,1.266,103.3963572605,367.92,424.38,469.04,292.86,NA,NA,NA
2006-09-29,3.8664187088,4.0347905714,4.3471361692,4.6609872083,3.7077283518,4.0374983753,4.3196680432,4.6691501519,4.1553087362,4.0755268992,4.1747422048,4.1307341865,4.397010524,4.2816325878,4.366636696,4.2390967421,4.5329197639,4.2347956393,0.018,0.015,0.095,0.03075,0.015,0.029,0.022,0.224,0.0625,0.0263,4.2488415426,4.0140466074,4.3979434789,4.3462215101,4.31,15.89,1.2685,103.5745932668,367.49,423.9,470.47,292.31,NA,NA,NA
2006-10-02,3.9059110652,4.0746125947,4.3864620462,4.6990345171,3.735492295,4.0777040756,4.3589011899,4.7077035584,4.1920251252,4.1163562517,4.2093969752,4.1703120694,4.437527514,4.3201849684,4.4061115739,4.2759111316,4.57993133,4.270096527,0.016,0.015,0.095,0.0275,0.015,0.029,0.022,0.224,0.06375,0.0225,4.2876016463,4.0535730423,4.43613706,4.3855011461,4.26,16.62,1.2737,103.6031722379,366.25,422.58,470.09,292.89,NA,NA,NA
2006-10-03,3.8727443488,4.0386100828,4.3462157505,4.6564529718,3.7168597796,4.0439955682,4.3241173209,4.6697333377,4.1600518156,4.0847283521,4.1786216751,4.1326271208,4.3999753432,4.2872999611,4.3657001888,4.2455200094,4.5384841838,4.2434413361,0.02,0.02,0.099,0.03375,0.015,0.03,0.032,0.232,0.06375,0.025,4.2499939556,4.018587024,4.3968787378,4.3477187952,4.26,15.51,1.2684,103.4865741723,369.03,429.01,471.31,296.22,NA,NA,NA
2006-10-04,3.8861207793,4.0504675765,4.3537351251,4.6608239497,3.7171942152,4.0589926152,4.33743633,4.6827577813,4.1677434889,4.0878418453,4.1830970803,4.1443323441,4.4101422372,4.3000820806,4.3778194089,4.25726109,4.5555599569,4.2646578918,0.015,0.015,0.1,0.0275,0.015,0.022,0.023,0.229,0.06563,0.0288,4.2589704524,4.0315953759,4.4031586217,4.3583065783,4.21,15.13,1.2721,103.5765836804,371.44,433.12,470.26,298.39,NA,NA,NA
2006-10-05,3.907312188,4.073432446,4.375042138,4.6787756766,3.7305333265,4.0794118647,4.3587031777,4.7022315628,4.1854012872,4.1055502676,4.2004740026,4.1637322861,4.4311792952,4.3173951418,4.396151929,4.2734802543,4.5802345811,4.2679515082,0.017,0.018,0.102,0.02879,0.015,0.03,0.03,0.229,0.06375,0.0294,4.2802013707,4.0543017710000004,4.4233561965,4.3782010871,4.23,14.98,1.2664,103.2630212439,371.41,433.85,470.66,298.22,0.02,0.04,0.28
2006-10-06,3.9238970433,4.090427573,4.391245283,4.6921334021,3.750651792,4.0945413621,4.3744060667,4.7182162072,4.202070157,4.1249924282,4.2135921924,4.1792260004,4.4477563945,4.3328798535,4.4121770375,4.289126124,4.5949512153,4.2829896042,0.016,0.016,0.095,0.03,0.015,0.028,0.028,0.222,0.065,0.0275,4.2966101879,4.0714549588,4.4392338667,4.3932835107,4.29,15.48,1.2603,103.1795659269,371.78,434.62,470.67,298.16,NA,NA,NA
2006-10-09,3.9793257118,4.1433471414,4.4412414719,4.7358190749,3.7888973148,4.1482421725,4.4268228211,4.7665886268,4.2514405078,4.1690659339,4.2621631127,4.2312266107,4.5000929139,4.3846619043,4.4651931652,4.3398128917,4.649271997,4.3389522642,0.019,0.019,0.095,0.03085,0.015,0.03,0.032,0.222,0.06375,0.0263,4.3467777173,4.122778788,4.488555752,4.4457527414,4.33,15.12,1.2538,102.9002640028,374.06,438.62,470.76,302.46,NA,NA,NA
2006-10-10,3.976622083,4.139284662,4.440846068,4.7324460148,3.7918003907,4.1456775629,4.4256824232,4.7593336493,4.2516853807,4.1791922893,4.262330368,4.2292523685,4.495924925,4.3827207796,4.4604479113,4.3388023559,4.643636034,4.3358291102,0.02,0.021,0.095,0.0325,0.015,0.028,0.031,0.222,0.06375,0.0225,4.3447620606,4.1195458436,4.4873824538,4.4459527515,4.24,14.86,1.2543,102.9190623002,374.56,437.46,471.13,302.41,NA,NA,NA
2006-10-11,3.9675012986,4.1312921623,4.4306064436,4.720161008,3.7823194687,4.1381938573,4.4147617134,4.7460827941,4.2409416111,4.1690302256,4.2527085487,4.2197218764,4.4845025476,4.3720612096,4.447348664,4.3289590673,4.6321477602,4.3254669981,0.021,0.021,0.095,0.03375,0.015,0.031,0.029,0.222,0.06375,0.0275,4.335319607,4.1118623229,4.4767672487,4.4351910978,4.23,14.29,1.2531,102.8618945702,377.52,443.17,475.06,305.12,NA,NA,NA
2006-10-12,3.9929050244,4.1565446604,4.4536021295,4.7374089635,3.7986512245,4.1637357768,4.4378588613,4.767182909,4.2621513913,4.1902332677,4.2740730448,4.2454238799,4.5050699206000004,4.3943065964,4.4733110804,4.3507420213,4.6578330441,4.347136063,0.02,0.021,0.095,0.032,0.0138,0.03,0.032,0.222,0.064,0.0275,4.3591703855,4.136773381,4.499902471,4.4585741001,4.14,13.98,1.255,102.7967434241,377.67,442.41,473.93,306.55,NA,NA,NA
2006-10-13,3.9921825304,4.1549101087,4.4487721743,4.7312880049,3.7981943102,4.1633302847,4.4363677649,4.765919129,4.2581018348,4.1790053068,4.2694709489,4.2413096578,4.5032718553,4.3917399836,4.4711299594,4.3477681685,4.6552257874,4.3514206297,0.015,0.015,0.091,0.025,0.015,0.021,0.022,0.218,0.06125,0.025,4.3557580255,4.1348552362,4.495442339,4.454484633,4.24,14.28,1.2515,102.6003188163,378.32,440.7,475.68,306.56,NA,NA,NA
2006-10-16,3.9644555206,4.1274960805,4.4205130608,4.7015355718,3.7819218806,4.1351413062,4.4086707453,4.7403382197,4.232727955,4.1530212164,4.2442070848,4.2127466581,4.4747390024,4.3657370096,4.4445423031,4.3236148198,4.6202795345,4.3304721315,0.016,0.015,0.086,0.02419,0.015,0.021,0.023,0.213,0.06,0.0256,4.3284205301,4.1081523931,4.4677153142,4.425699598,4.1,15.6,1.2524,102.5957967442,373.52,431.92,473.45,300.38,NA,NA,NA
2006-10-17,3.9783616391,4.1392765289,4.4321096187,4.712453491,3.7814805351,4.1469941142,4.4197005014,4.747880949,4.2409143664,4.1622768587,4.2529762978,4.2216164043,4.4848210913,4.3746510409,4.4552129216,4.3339362102,4.6250169023,4.3251650166,0.015,0.021,0.085,0.03125,0.0144,0.021,0.03,0.212,0.06063,0.025,4.3403848302,4.1201023456,4.4796334405,4.4372661757,4.06,14.73,1.2543,102.6615273774,377.35,437.03,476.25,304.28,NA,NA,NA
2006-10-18,4.0102486741,4.1673553823,4.4580719514,4.7375189905,3.802133315,4.1740185405,4.4447328406,4.7713561031,4.2648346256,4.1849457119,4.2763165029,4.2481613684,4.5118061809,4.3990191756,4.4812086422,4.3591139975,4.6457513655,4.3552127339,0.015,0.016,0.098,0.025,0.015,0.021,0.02,0.225,0.06,0.025,4.3678089821,4.1485732121,4.5062961369,4.4637067768,4,14.38,1.2561,102.7353621886,377.32,436.94,476.53,303.83,NA,NA,NA
2006-10-19,4.0118130303,4.1666924503,4.4567817832,4.7343003821,3.8154586918,4.1736273173,4.4436606697,4.768668104,4.2686217983,4.1942374577,4.279507331,4.2503158895,4.5103476614,4.40066867,4.4786043671,4.3626448397,4.6405367384,4.3594522579,0.017,0.015,0.101,0.02438,0.015,0.028,0.019,0.232,0.06313,0.025,4.3672435012,4.1483612676,4.5055520643,4.463289355,4.04,13.84,1.2618,102.7415113281,378.38,437.14,479.23,304.24,NA,NA,NA
2006-10-20,4.0487731802,4.2055788203,4.4927900973,4.7694859262,3.8443808639,4.2091109432,4.4791925369,4.8054348432,4.3020468239,4.2229869912,4.3140375223,4.2861187441,4.5470899687,4.4347785297,4.5160861221,4.3958008103,4.6780530853,4.3949576492,0.021,0.021,0.102,0.03375,0.015,0.032,0.034,0.23,0.0625,0.0253,4.4041082208,4.1865176,4.5414600344,4.4980084685,4.02,14.14,1.2556,102.6397972216,380.15,439.5,481.4,306.26,NA,NA,NA
2006-10-23,4.0468295099,4.2031414444,4.489472696,4.7660416274,3.8458552729,4.2075743378,4.4771626986,4.8034042099,4.3007048808,4.2262015937,4.3097446399,4.2846552176,4.5433996428,4.4337325248,4.5163076963,4.3950320198,4.6757651788,4.3927943196,0.015,0.021,0.101,0.03375,0.015,0.026,0.029,0.233,0.06375,0.0186,4.400763265,4.1850469761,4.536906282,4.4942107328,3.97,13.84,1.2541,102.601443926,379.93,438.67,480.25,305.15,NA,NA,NA
2006-10-24,4.0566015481,4.2119467197,4.4999478723,4.776961097,3.8590061715,4.2172585412,4.4867063281,4.8086569233,4.3117204981,4.2393634674,4.3210012328,4.2951970475,4.5505210371,4.444050778,4.5251016804,4.406923064,4.6792576875,4.4021460173,0.016,0.016,0.1,0.025,0.015,0.028,0.02,0.224,0.06375,0.0263,4.4102670768,4.1935507241,4.5470610772,4.5037266183,3.95,13.63,1.258,102.7129211343,380.87,438.41,480.57,303.29,NA,NA,NA
2006-10-25,4.0425966982,4.1948192797,4.4823364002,4.7585377077,3.8559674294,4.2006974011,4.4634049575,4.7807631958,4.296156463,4.2261840593,4.3077445121,4.2807139395,4.5254721547,4.4241038611,4.5035043327,4.3887211784,4.6480273566,4.3862393744,0.015,0.015,0.098,0.0225,0.015,0.028,0.02,0.228,0.0625,0.025,4.3932353043,4.1779897537,4.5291211418,4.4860392279,3.83,13.58,1.2653,102.9427912017,381.23,438.32,480.65,302.8,NA,NA,NA
2006-10-26,4.0076691514,4.158713596,4.4418160182,4.7177756138,3.8437178217,4.1620831078,4.4215196449,4.7353973392,4.2635211032,4.2001025383,4.275597743,4.2443443495,4.4805573216,4.3865406107,4.4574515824,4.3538271187,4.6025796094,4.3631800691,0.015,0.015,0.092,0.0227,0.015,0.028,0.02,0.219,0.065,0.025,4.354995358,4.1431940769,4.4886878525,4.4450134528,3.88,13.54,1.2683,103.0011709589,380.24,438.11,480.74,300.52,NA,NA,NA
2006-10-27,3.9949400751,4.1417419295,4.4264188688,4.7085140795,3.8417363909,4.1511893436,4.4085034901,4.7200027725,4.2525070174,4.1874014984,4.2668366878,4.230791515,4.4650274458,4.375121365,4.4435312809,4.3430735495,4.5881112048,4.3639703248,0.018,0.017,0.092,0.0252,0.015,0.026,0.03,0.218,0.0625,0.025,4.3410107046,4.127201406,4.4760369968,4.4321401551,3.95,13.91,1.2717,102.9429484018,378.99,437.22,482.01,299.68,NA,NA,NA
2006-10-30,3.9421396282,4.0918002185,4.3741646763,4.6579752096,3.802983041,4.0955324986,4.3503705215,4.6600396195,4.2018478885,4.1360963553,4.222313138,4.1771072675,4.4055556596,4.3195933777,4.38457173,4.2905468097,4.525282207,4.3075905691,0.018,0.018,0.088,0.025,0.013,0.032,0.03,0.214,0.06125,0.025,4.2898397517,4.0759626319,4.4249523351,4.3783640082,3.84,13.48,1.2696,102.845920524,379.26,437.86,481.25,301.03,NA,NA,NA
2006-10-31,3.8970992388,4.0582137058,4.3414816983,4.6368030029,3.7687353316,4.0509733835,4.315475038,4.6188949857,4.180537316,4.0964975083,4.1800223456,4.1318902409,4.3588775243,4.2720538911,4.3297572575,4.243431965,4.4714604425,4.267065708,0.015,0.015,0.085,0.025,0.015,0.026,0.027,0.211,0.06125,0.0253,4.2471245199,4.0351157647,4.3801746487,4.3320570249,4.01,13.07,1.2757,102.9521545971,380.39,438.87,480.78,302.6,NA,NA,NA
2006-11-01,3.9287116147,4.0862227306,4.3698387254,4.6663429966,3.7952357132,4.0804113636,4.3420657558,4.6362672476,4.2056782651,4.1224054694,4.2074237847,4.1622230303,4.3795969199,4.2954495861,4.3518123791,4.2669811555,4.4979321334,4.2906296153,0.015,0.016,0.088,0.02433,0.015,0.024,0.023,0.214,0.05938,0.0253,4.2758579126,4.0629634995,4.4094578589,4.3608935074,4.02,14.05,1.2767,103.0285390064,377.41,433.65,477.37,298.95,NA,NA,NA
2006-11-02,3.9655760921,4.1197029448,4.4034643017,4.6974184433,3.829501504,4.1128958883,4.3745332695,4.6654992916,4.2411077164,4.1624168413,4.2423139661,4.1986028395,4.4111820131,4.3284984429,4.3790261103,4.3000885988,4.5314985672,4.3306239451,0.015,0.015,0.087,0.025,0.014,0.025,0.022,0.213,0.06,0.025,4.3098065893,4.0968626852,4.4434203449,4.394430184,3.9,13.19,1.276,102.9882254559,379.06,435.75,478.69,299.6,0.03,-0.01,-0.43
2006-11-03,3.9902545554,4.144893878,4.4281312969,4.7217882214,3.8526758907,4.135726993,4.3984643849,4.6849347661,4.2635084022,4.1820544907,4.2658035528,4.2226991564,4.4346559626,4.3499635209,4.3930215119,4.3224859093,4.5545722203,4.3528154875,0.016,0.016,0.083,0.02448,0.015,0.026,0.023,0.209,0.05875,0.0253,4.3348150627,4.1209183495,4.4689945517,4.4210250322,3.91,12.68,1.2702,102.8309442832,383.62,440.24,484.02,306.18,NA,NA,NA
2006-11-06,3.9502536858,4.0989583278,4.3780763651,4.6671642657,3.833375524,4.0906221563,4.3530010689,4.6363458573,4.2253917218,4.1481671408,4.2273680349,4.1791892629,4.3942127382,4.3075793114,4.3452662925,4.2829091341,4.4941131485,4.3229876064,0.016,0.015,0.083,0.025,0.014,0.026,0.022,0.209,0.06,0.025,4.2870886114,4.076305488,4.4193855641,4.3724793128,3.86,12.91,1.2755,102.9831197803,385.71,443.83,486.88,308.71,NA,NA,NA
2006-11-07,3.9756662631,4.1240670268,4.4067573974,4.6975726932,3.856521979,4.1159518657,4.3799115548,4.6658468094,4.2526602315,4.1723938897,4.2555811113,4.205039472,4.421817782,4.3369850259,4.3752299099,4.3140534279,4.5202189075,4.3527848793,0.015,0.015,0.085,0.02474,0.015,0.025,0.022,0.211,0.05938,0.025,4.3140251265,4.1003760715,4.448124563,4.401051251,3.94,12.89,1.2776,103.0743199881,385.78,444.05,487.77,309.47,NA,NA,NA
2006-11-08,3.9562714151,4.104497262,4.3871188335,4.6754781309,3.8453159667,4.0962381914,4.3582618007,4.6468127433,4.2345220649,4.1535284669,4.2394145112,4.1846875182,4.405287953,4.3168205369,4.3554465319,4.2947441372,4.494797378,4.3309243274,0.015,0.015,0.088,0.02542,0.015,0.023,0.023,0.214,0.06,0.025,4.2943591827,4.0814567085,4.4279815147,4.3813644241,3.85,13.14,1.2796,103.2033384464,385.85,442.98,487.56,305.51,NA,NA,NA
2006-11-09,3.9162093396,4.0675607431,4.3522706432,4.6412527889,3.8062378826,4.0587281485,4.3204794642,4.6127064686,4.1953922402,4.113677823,4.2027534751,4.1443401424,4.3695575854,4.2775398236,4.3188992119,4.2549639626,4.4595452672,4.2928596793,0.015,0.015,0.086,0.02552,0.015,0.023,0.023,0.212,0.06125,0.025,4.2588147091,4.0447444103,4.3931807688,4.3453005378,3.84,12.78,1.2864,103.426024572,385.56,441.7,490.1,304.6,NA,NA,NA
2006-11-10,3.9381374316,4.0873582812,4.3770280996,4.6679218502,3.8162953894,4.0816635955,4.3449576793,4.6400558165,4.2152587279,4.1265690953,4.2206008284,4.1644072845,4.3960533259,4.3002914457,4.3467089207,4.2755837821,4.4891038744,4.3099357543,0.014,0.014,0.088,0.03,0.015,0.022,0.022,0.214,0.05875,0.025,4.2809658589,4.0643864654,4.4168679117,4.3705663892,4.19,12.73,1.283,103.357995323,387.5,443.82,491.38,306.14,NA,NA,NA
2006-11-13,3.9242409126,4.0758628783,4.368093618,4.6573564412,3.8113845302,4.0663162759,4.3314014363,4.6272377825,4.2072461122,4.1324697973,4.2122995032,4.1525536804,4.3874521692,4.2879855387,4.3333498356,4.2636890191,4.475982341,4.3002054579,0.014,0.014,0.09,0.025,0.015,0.022,0.022,0.216,0.06188,0.0253,4.2710483194,4.0536533292,4.4074983949,4.361662718,4.32,12.91,1.2824,103.3345219189,387.05,442.64,491.03,304.99,NA,NA,NA
2006-11-14,3.9480211492,4.1014366276,4.3919041219,4.6826119311,3.8311112701,4.0906537917,4.3580462819,4.6534969646,4.2308792377,4.1435645502,4.2344419879,4.1776308663,4.416028882,4.3145621721,4.3603407019,4.2900094647,4.5033238877,4.328926656,0.015,0.015,0.091,0.025,0.015,0.023,0.023,0.217,0.05875,0.0253,4.2951692939,4.0788928505,4.430790704,4.3848519443,4.38,12.66,1.2792,103.3416842944,389.61,444.99,493.13,305.17,NA,NA,NA
2006-11-15,3.953978508,4.1053440442,4.3953406899,4.6835998985,3.8348937466,4.0954860494,4.3633625719,4.6566812324,4.236764134,4.160592009,4.2380138109,4.183016287,4.4180515065,4.2910977057,4.3651221195,4.2942313151,4.5063758032,4.3277135838,0.015,0.015,0.086,0.02459,0.015,0.023,0.023,0.212,0.06,0.0252,4.2989492348,4.0838645926,4.4338484042,4.3879294526,4.32,12.38,1.2804,103.3110883355,389.99,444.05,495.5,304.08,NA,NA,NA
2006-11-16,3.9352972072,4.0862311866,4.3760521827,4.6631384283,3.8216490989,4.0765671677,4.3453804855,4.6412444094,4.2182076095,4.1336286935,4.2190370008,4.1642067554,4.3963396606,4.2736825463,4.3507206708,4.2755056774,4.4881357755,4.3198747671,0.015,0.016,0.084,0.025,0.015,0.023,0.024,0.21,0.0575,0.0253,4.2789070442,4.0628942297,4.4144224806,4.3665871274,3.82,11.83,1.2774,103.2280343875,387.28,442.55,494.95,302.31,NA,NA,NA
2006-11-17,3.9058803839,4.0646554691,4.3492317062,4.636661802,3.788134868,4.0498256101,4.3208468975,4.6193650879,4.188784654,4.1063864568,4.1896809438,4.1320753288,4.3700064987,4.2464070072,4.3278175119,4.246741173,4.4664760899,4.291831333,0.015,0.015,0.086,0.02586,0.015,0.023,0.023,0.212,0.06,0.025,4.2546411561,4.0422892198,4.3876502388,4.3396726271,4.54,12.01,1.2841,103.4493688679,388.2,443.11,498.82,303.67,NA,NA,NA
2006-11-20,3.9160763003,4.067744039,4.3585270005,4.6476365147,3.8011225306,4.0579124882,4.3294657496,4.6301872357,4.1998054287,4.1178193639,4.1979902134,4.1421730391,4.3805491823,4.2570760182,4.3375837149,4.257749778,4.4780963738,4.3029295091,0.015,0.015,0.085,0.0275,0.015,0.023,0.023,0.211,0.06,0.025,4.2607580669,4.0440066818,4.3967257448,4.3492035571,4.7,11.65,1.2814,103.2343047507,388.9,445.09,496.21,303.9,NA,NA,NA
2006-11-21,3.9082159662,4.0624468204,4.3519705453,4.6393614654,3.7852161637,4.0531759742,4.3261861609,4.6354837105,4.1928818376,4.1074018786,4.1897000222,4.1344448183,4.3745044215,4.2544465817,4.3327302841,4.2532357743,4.4944834581,4.2869862141,0.015,0.015,0.084,0.02573,0.015,0.023,0.023,0.21,0.05938,0.025,4.2544162047,4.0385138648,4.3897839987,4.3427996814,4.9,11.83,1.2886,103.4263711182,389.52,445.99,494.15,303.41,NA,NA,NA
2006-11-22,3.9449669315,4.1003357793,4.3854958395,4.6747710422,3.8248565774,4.0871060499,4.359220104,4.6680660385,4.228761644,4.1484853052,4.2271435636,4.1697441129,4.4081547163,4.2901126767,4.3690224133,4.290761147,4.5253341848,4.3095439576,0.015,0.015,0.086,0.025,0.015,0.023,0.023,0.212,0.06125,0.025,4.2903485077,4.0785955605,4.4229185659,4.3761751787,4.9,11.96,1.2953,103.6631739537,388.61,444.72,493.95,302.49,NA,NA,NA
2006-11-23,3.8928501338,4.0488653714,4.33253571,4.6226693303,3.7856223601,4.0346996702,4.3075021202,4.620057827,4.1797323718,4.1020321732,4.179051686,4.1147663518,4.3551347921,4.2406987567,4.3149154281,4.2400699178,4.476943282,4.262342336,0.015,0.015,0.086,0.0275,0.015,0.023,0.023,0.212,0.06313,0.025,4.2380623127,4.0282495124,4.3693945037,4.3215504162,3.88,12.99,1.3078,104.1314260224,385.6,440.13,495.99,297.85,NA,NA,NA
2006-11-24,3.9122593208,4.0649755182,4.3562920039,4.6499655607,3.7874851153,4.0575686542,4.3314719369,4.6465463678,4.1958920094,4.1081862146,4.1927632866,4.1344017594,4.3806685877,4.2579274993,4.3327912724,4.2558552536,4.502105738,4.2814241163,0.016,0.015,0.085,0.02778,0.015,0.028,0.023,0.211,0.0625,0.0256,4.2573871788,4.042141752,4.392224764,4.3450587497,3.98,14.52,1.3114,104.2910317228,379.21,431.21,492.42,292.35,NA,NA,NA
2006-11-27,3.8879059309,4.0418819542,4.3350097419,4.6302201851,3.7704830139,4.033417379,4.3103668187,4.6292474085,4.1764153996,4.0907142401,4.1724108569,4.1109305869,4.3575355399,4.2383636598,4.3116480133,4.2364010819,4.4823676364,4.2598074777,0.014,0.015,0.085,0.03,0.015,0.026,0.023,0.211,0.06,0.025,4.2347572183,4.0194622417,4.3696378144,4.3217991645,3.97,14.44,1.3147,104.436262559,378.02,430.01,488.54,294.8,NA,NA,NA
2006-11-28,3.9163311082,4.0686129745,4.3593703631,4.6534066829,3.7939174257,4.0625894882,4.3382114229,4.6522422183,4.2034135446,4.1249081804,4.1962405509,4.1365118775,4.3813392346,4.2655164279,4.3376914174,4.2636030833,4.5103887981,4.2863355034,0.016,0.015,0.086,0.02875,0.013,0.028,0.023,0.212,0.0575,0.025,4.2601283383,4.0465720272,4.3938578167,4.3469020086,4.01,13.41,1.3157,104.3623434421,383.25,434.58,497.7,297.11,NA,NA,NA
2006-11-29,3.8917151002,4.0433626056,4.3317640549,4.6243229663,3.7819248178,4.0366603805,4.3110473434,4.6220030369,4.1791697182,4.1040842825,4.1732531352,4.1110763149,4.353303268,4.2398191231,4.3076136458,4.2390383915,4.4809341826,4.263814369,0.015,0.015,0.086,0.02625,0.015,0.027,0.023,0.212,0.06,0.025,4.2339674221,4.0226600132,4.3662769151,4.3206115504,3.93,13.95,1.32,104.463302958,379.98,431.39,494.19,295.23,NA,NA,NA
2006-11-30,3.8895251157,4.0101648854,4.3028523968,4.6449460979,3.7427627436,4.0010649345,4.2697196971,4.5957784677,4.1477745481,4.0653559186,4.1431351861,4.0741740407,4.3193478227,4.2423244505,4.271636943,4.2083911669,4.4439862501,4.2193767375,0.015,0.015,0.084,0.02625,0.015,0.027,0.023,0.21,0.06,0.0263,4.2047922362,3.988297613,4.3408817281,4.2859826877,3.93,15.77,1.3244,104.5594063377,376.13,427.76,490.15,291.31,NA,NA,NA
2006-12-01,3.8913770466,4.0124033568,4.3045407868,4.6455819608,3.7327025543,4.0035424884,4.2728310532,4.5987871693,4.1448469846,4.0575301435,4.1379150732,4.0734035722,4.3216701677,4.2417832691,4.2733226394,4.2064408006,4.4481659248,4.2259219138,0.015,0.015,0.084,0.02654,0.016,0.027,0.023,0.21,0.06125,0.0263,4.2063203742,3.9891606653,4.3427444123,4.2876854618,3.98,15.75,1.3309,104.8329547272,378.81,430.87,496.62,294.04,NA,NA,NA
2006-12-04,3.9132409221,4.0351662875,4.3259541374,4.6645454491,3.7597889486,4.0247918445,4.2951738547,4.6148921435,4.1693537168,4.0887023867,4.1613039291,4.0979292458,4.3429413795,4.2641958489,4.2932287266,4.2296226817,4.4680888148,4.2551961976,0.015,0.014,0.084,0.02557,0.015,0.027,0.023,0.21,0.06,0.025,4.2281045777,4.0128502915,4.3632856879,4.3101743394,3.99,14.68,1.3331,104.8137539752,382.49,432.95,502.44,297.42,NA,NA,NA
2006-12-05,3.9228676551,4.0446037261,4.3315648391,4.6672798303,3.7760637603,4.0343271915,4.3041236723,4.6201294458,4.1800865667,4.0991750459,4.1713792428,4.1080705298,4.3487847736,4.274519187,4.2997784424,4.2421526891,4.4698197829,4.2702196906,0.016,0.015,0.088,0.02654,0.014,0.029,0.024,0.214,0.06125,0.0244,4.2354508043,4.0231247808,4.3687183937,4.3164505782000004,3.95,15.19,1.3274,104.6286390757,382.55,433.45,503.1,297.29,NA,NA,NA
2006-12-06,3.9539460779,4.0745862635,4.3582966492,4.6908861343,3.8149844205,4.0637617747,4.3332141762,4.6443560336,4.2109334877,4.1276899411,4.2023233713,4.1398588714,4.3772810318,4.3059103049,4.3305242837,4.2747738144,4.4964954158,4.294265287,0.02,0.019,0.088,0.02611,0.015,0.042,0.035,0.214,0.06125,0.0244,4.2635356478,4.0534902715,4.3953250414,4.3448346898,3.92,14.81,1.3297,104.6839763095,384.64,434.4,504.1,299.75,NA,NA,NA
2006-12-07,3.9679608065,4.0897099286,4.3743343116,4.7049393901,3.8234695124,4.0790338207,4.3484234907,4.6586359844,4.2232220886,4.136135449,4.2156099137,4.1543317172,4.3926728934,4.3190680363,4.3462942183,4.2867314497,4.5131949479,4.3009594525,0.02,0.019,0.09,0.02664,0.015,0.042,0.035,0.216,0.0625,0.025,4.2789577724,4.0676695635,4.4115164348,4.360093485,3.87,14.6,1.3276,104.7816639978,384.86,433.86,507.96,299.05,0.04,0.01,0.18
2006-12-08,3.9945774124,4.1185874346,4.4022098758,4.7325993097,3.8500671626,4.1068132495,4.3754984456,4.6837903262,4.250651387,4.1709624577,4.2412609798,4.1829162349,4.420197927,4.3461975296,4.3727152579,4.3130442434,4.5437347742,4.3326587191,0.015,0.017,0.092,0.05209,0.015,0.026,0.031,0.218,0.06188,0.33906,4.3072829999,4.0981372242,4.438348602,4.3878589763,3.86,13.79,1.3177,104.4690914341,387.64,436.43,509.95,302.78,NA,NA,NA
2006-12-11,3.9949760197,4.1161354645,4.4011086482,4.730380115,3.8553183117,4.1063674864,4.3745262333,4.6807480861,4.2508572713,4.1708942311,4.2424409142,4.1836741267,4.4173457832,4.3460955822,4.3702212935,4.3134406142,4.541800254,4.3360714681,0.015,0.016,0.093,0.05091,0.015,0.026,0.031,0.219,0.06063,0.45044,4.3052022406,4.0958273308,4.4364750486,4.3860040275,3.79,13.69,1.3244,104.6469758465,388.09,437.15,509.95,303.36,NA,NA,NA
2006-12-12,4.0035501709,4.128148129,4.4086047759,4.7348627348,3.8635232205,4.1155628113,4.3816932029,4.687323978,4.2611401444,4.1887423539,4.2501672675,4.1941803916,4.4241787959,4.3554699744,4.3776638435,4.3232520501,4.5505704218,4.3387694825,0.015,0.016,0.09,0.05206,0.015,0.026,0.031,0.216,0.0625,0.49011,4.3150233585,4.1095286239,4.4437064742,4.3931798316,3.73,12.83,1.3265,104.6454115725,391.19,440.53,512.4,307.2,NA,NA,NA
