DATE,SURPRISE_STD,TIME_EST,DATETIME,DATETIME_CET
30-May-2002 00:00:00,-0.0184043749952339,08:30,30-May-2002 08:30:00,30-May-2002 14:30:00
06-Jun-2002 00:00:00,-1.26244693796431,08:30,06-Jun-2002 08:30:00,06-Jun-2002 14:30:00
13-Jun-2002 00:00:00,-0.187654734919772,08:30,13-Jun-2002 08:30:00,13-Jun-2002 14:30:00
20-Jun-2002 00:00:00,0.327609523253794,08:30,20-Jun-2002 08:30:00,20-Jun-2002 14:30:00
27-Jun-2002 00:00:00,-0.0075131783999548,08:30,27-Jun-2002 08:30:00,27-Jun-2002 14:30:00
04-Jul-2002 00:00:00,-0.280783202063387,08:30,04-Jul-2002 08:30:00,04-Jul-2002 14:30:00
11-Jul-2002 00:00:00,0.76686837203248,08:30,11-Jul-2002 08:30:00,11-Jul-2002 14:30:00
18-Jul-2002 00:00:00,-0.847766083641284,08:30,18-Jul-2002 08:30:00,18-Jul-2002 14:30:00
25-Jul-2002 00:00:00,-1.27776450322933,08:30,25-Jul-2002 08:30:00,25-Jul-2002 14:30:00
01-Aug-2002 00:00:00,0.774148583660342,08:30,01-Aug-2002 08:30:00,01-Aug-2002 14:30:00
08-Aug-2002 00:00:00,-0.522253261336314,08:30,08-Aug-2002 08:30:00,08-Aug-2002 14:30:00
15-Aug-2002 00:00:00,0.629010284647286,08:30,15-Aug-2002 08:30:00,15-Aug-2002 14:30:00
22-Aug-2002 00:00:00,0.31730074358874,08:30,22-Aug-2002 08:30:00,22-Aug-2002 14:30:00
29-Aug-2002 00:00:00,1.02715049815181,08:30,29-Aug-2002 08:30:00,29-Aug-2002 14:30:00
05-Sep-2002 00:00:00,0.363544647848923,08:30,05-Sep-2002 08:30:00,05-Sep-2002 14:30:00
12-Sep-2002 00:00:00,1.55487847863228,08:30,12-Sep-2002 08:30:00,12-Sep-2002 14:30:00
19-Sep-2002 00:00:00,0.693425597130609,08:30,19-Sep-2002 08:30:00,19-Sep-2002 14:30:00
26-Sep-2002 00:00:00,-0.743571694823323,08:30,26-Sep-2002 08:30:00,26-Sep-2002 14:30:00
03-Oct-2002 00:00:00,0.465933544183174,08:30,03-Oct-2002 08:30:00,03-Oct-2002 14:30:00
10-Oct-2002 00:00:00,-1.43664784179579,08:30,10-Oct-2002 08:30:00,10-Oct-2002 14:30:00
17-Oct-2002 00:00:00,0.830934234357668,08:30,17-Oct-2002 08:30:00,17-Oct-2002 14:30:00
